행정동코드,시도명,시군구명,읍면동명,법정동코드,동리명,생성일자,말소일자
2820055100,인천광역시,남동구,간석4동,2820010200,간석동,19950101,
2820056000,인천광역시,남동구,만수1동,2820010300,만수동,19950101,
2820057000,인천광역시,남동구,만수2동,2820010300,만수동,19950101,
2820058000,인천광역시,남동구,만수3동,2820010300,만수동,19950101,
2820058100,인천광역시,남동구,만수4동,2820010300,만수동,19950101,
2820058200,인천광역시,남동구,만수5동,2820010300,만수동,19950101,
2820058300,인천광역시,남동구,만수6동,2820010300,만수동,19950101,
2820065000,인천광역시,남동구,장수서창동,2820010400,장수동,19981101,
2820065500,인천광역시,남동구,서창2동,2820010500,서창동,20181105,
2820066000,인천광역시,남동구,남촌도림동,2820010700,남촌동,19981101,
2820071000,인천광역시,남동구,논현고잔동,2820011000,논현동,20110520,
2823751000,인천광역시,부평구,부평1동,2823710100,부평동,19950301,
2823752000,인천광역시,부평구,부평2동,2823710100,부평동,19950301,
2823753000,인천광역시,부평구,부평3동,2823710100,부평동,19950301,
2823754000,인천광역시,부평구,부평4동,2823710100,부평동,19950301,
2823755000,인천광역시,부평구,부평5동,2823710100,부평동,19950301,
2823756000,인천광역시,부평구,부평6동,2823710100,부평동,19950301,
2823757000,인천광역시,부평구,산곡1동,2823710300,산곡동,19950301,
2823758000,인천광역시,부평구,산곡2동,2823710300,산곡동,19950301,
2823758100,인천광역시,부평구,산곡3동,2823710100,부평동,19950301,
2823758200,인천광역시,부평구,산곡4동,2823710300,산곡동,19950301,
2823759100,인천광역시,부평구,청천1동,2823710300,산곡동,19950301,
2823759200,인천광역시,부평구,청천2동,2823710400,청천동,19950301,
2823764100,인천광역시,부평구,갈산1동,2823710500,삼산동,19950301,
2823764200,인천광역시,부평구,갈산2동,2823710600,갈산동,19950301,
2823764600,인천광역시,부평구,삼산1동,2823710500,삼산동,20060410,
2823764800,인천광역시,부평구,삼산2동,2823710500,삼산동,20060410,
2823765000,인천광역시,부평구,부개1동,2823710100,부평동,19950301,
2823766000,인천광역시,부평구,부개2동,2823710700,부개동,19950301,
2823766100,인천광역시,부평구,부개3동,2823710700,부개동,19950301,
2823767000,인천광역시,부평구,일신동,2823710800,일신동,19950301,
2823768000,인천광역시,부평구,십정1동,2823710200,십정동,19950301,
2823769000,인천광역시,부평구,십정2동,2823710200,십정동,19950301,
2824560100,인천광역시,계양구,효성1동,2824510100,효성동,19950301,
2824560200,인천광역시,계양구,효성2동,2824510100,효성동,19950301,
2824561100,인천광역시,계양구,계산1동,2824510200,계산동,19950301,
2824561200,인천광역시,계양구,계산2동,2824510200,계산동,19950301,
2824561300,인천광역시,계양구,계산3동,2824510200,계산동,19950301,
2824561400,인천광역시,계양구,계산4동,2824510200,계산동,20030301,
2824562100,인천광역시,계양구,작전1동,2824510300,작전동,19950301,
2824562200,인천광역시,계양구,작전2동,2824510300,작전동,19950301,
2824564000,인천광역시,계양구,작전서운동,2824510300,작전동,19981101,
2824571000,인천광역시,계양구,계양1동,2824510900,박촌동,19950301,
2824572000,인천광역시,계양구,계양2동,2824510500,임학동,19950301,
2824573000,인천광역시,계양구,계양3동,2824511000,동양동,20150401,
2826051500,인천광역시,서구,검암경서동,2826010100,백석동,19981101,
2826053600,인천광역시,서구,청라1동,2826012200,청라동,20180701,
2826053700,인천광역시,서구,청라2동,2826012200,청라동,20180701,
2826053900,인천광역시,서구,청라3동,2826012200,청라동,20180701,
2826054200,인천광역시,서구,가정1동,2826010800,가정동,19950101,
2826054300,인천광역시,서구,가정2동,2826010800,가정동,19950101,
2826054400,인천광역시,서구,가정3동,2826010800,가정동,19950101,
2826055000,인천광역시,서구,석남1동,2826011000,석남동,19950101,
2826056000,인천광역시,서구,석남2동,2826011000,석남동,19950101,
2826056100,인천광역시,서구,석남3동,2826011000,석남동,19950101,
2826057500,인천광역시,서구,신현원창동,2826010900,신현동,19981101,
2826058000,인천광역시,서구,가좌1동,2826011200,가좌동,19950101,
2826059000,인천광역시,서구,가좌2동,2826011200,가좌동,19950101,
2826060000,인천광역시,서구,가좌3동,2826011200,가좌동,19950101,
2826061000,인천광역시,서구,가좌4동,2826011200,가좌동,19950101,
2826069000,인천광역시,서구,불로대곡동,2826011700,대곡동,20180701,
2826070000,인천광역시,서구,원당동,2826011400,당하동,20180701,
2826071000,인천광역시,서구,당하동,2826011300,마전동,20180701,
2826072000,인천광역시,서구,오류왕길동,2826011900,오류동,20180701,
2826073000,인천광역시,서구,마전동,2826011300,마전동,20191104,
2826074000,인천광역시,서구,아라동,2826011400,당하동,20210601,
2871025000,인천광역시,강화군,강화읍,2871025000,강화읍,19950301,
2871031000,인천광역시,강화군,선원면,2871031000,선원면,19950301,
2871032000,인천광역시,강화군,불은면,2871032000,불은면,19950301,
2871033000,인천광역시,강화군,길상면,2871033000,길상면,19950301,
2871034000,인천광역시,강화군,화도면,2871034000,화도면,19950301,
2871035000,인천광역시,강화군,양도면,2871035000,양도면,19950301,
2871036000,인천광역시,강화군,내가면,2871036000,내가면,19950301,
2871037000,인천광역시,강화군,하점면,2871037000,하점면,19950301,
2871038000,인천광역시,강화군,양사면,2871038000,양사면,19950301,
2871039000,인천광역시,강화군,송해면,2871039000,송해면,19950301,
2871040000,인천광역시,강화군,교동면,2871040000,교동면,19950301,
2871041000,인천광역시,강화군,삼산면,2871041000,삼산면,19950301,
2871042000,인천광역시,강화군,서도면,2871042000,서도면,19950301,
2871042500,인천광역시,강화군,서도면볼음출장소,2871000000,강화군,19950301,
2872031000,인천광역시,옹진군,북도면,2872031000,북도면,19950301,
2872031500,인천광역시,옹진군,북도면장봉출장소,2872000000,옹진군,19950301,
2872033000,인천광역시,옹진군,백령면,2872033000,백령면,19950301,
2872034000,인천광역시,옹진군,대청면,2872034000,대청면,19950301,
2872034500,인천광역시,옹진군,대청면소청출장소,2872000000,옹진군,19950301,
2872035000,인천광역시,옹진군,덕적면,2872035000,덕적면,19950301,
2872036000,인천광역시,옹진군,영흥면,2872036000,영흥면,19950301,
2872037000,인천광역시,옹진군,자월면,2872037000,자월면,19950301,
2872037500,인천광역시,옹진군,자월면이작출장소,2872037022,이작리,20190208,
2872038000,인천광역시,옹진군,연평면,2872038000,연평면,19990720,
2911052500,광주광역시,동구,충장동,2911010100,대인동,19980427,
2911054500,광주광역시,동구,동명동,2911010800,동명동,19980427,
2911056000,광주광역시,동구,계림1동,2911010900,계림동,19950101,
2911057000,광주광역시,동구,계림2동,2911010900,계림동,19950101,
2911059000,광주광역시,동구,산수1동,2911011000,산수동,19950101,
2911060000,광주광역시,동구,산수2동,2911011000,산수동,19950101,
2911065500,광주광역시,동구,서남동,2911010700,장동,20020325,
2911068500,광주광역시,동구,학동,2911012200,학동,20020325,
2911071000,광주광역시,동구,학운동,2911012100,운림동,19950101,
2911073000,광주광역시,동구,지원1동,2911011900,소태동,20020325,
2911074000,광주광역시,동구,지원2동,2911011900,소태동,20020325,
2914057500,광주광역시,서구,양동,2914010400,양동,19990118,
2914059000,광주광역시,서구,양3동,2914010400,양동,19950101,
2914065000,광주광역시,서구,농성1동,2914010600,농성동,19950101,
2914066000,광주광역시,서구,농성2동,2914010600,농성동,19950101,
2914073000,광주광역시,서구,광천동,2914011500,광천동,19950101,
2914074000,광주광역시,서구,유덕동,2914011600,유촌동,19950101,
2914074500,광주광역시,서구,치평동,2914011800,쌍촌동,20030217,
2914075100,광주광역시,서구,상무1동,2914011800,쌍촌동,19950101,
2914075200,광주광역시,서구,상무2동,2914011800,쌍촌동,19950101,
2914076000,광주광역시,서구,화정1동,2914011900,화정동,19950101,
2914077000,광주광역시,서구,화정2동,2914011900,화정동,19950101,
2914078000,광주광역시,서구,화정3동,2914011900,화정동,19950101,
2914079000,광주광역시,서구,화정4동,2914011900,화정동,19950101,
2914080000,광주광역시,서구,서창동,2914012500,서창동,19950420,
2914082100,광주광역시,서구,금호1동,2914013000,금호동,20050704,
2914082400,광주광역시,서구,금호2동,2914013000,금호동,20050704,
2914083000,광주광역시,서구,풍암동,2914011900,화정동,20160810,
2915551000,광주광역시,남구,양림동,2915511300,양림동,19950301,
2915552000,광주광역시,남구,방림1동,2915511400,방림동,19950301,
2915553000,광주광역시,남구,방림2동,2915511400,방림동,19950301,
2915553700,광주광역시,남구,봉선1동,2915511500,봉선동,19950301,
2915553800,광주광역시,남구,봉선2동,2915511500,봉선동,19950301,
2915560500,광주광역시,남구,월산동,2915510400,월산동,20000701,
2915563000,광주광역시,남구,월산4동,2915510400,월산동,19950301,
2915564000,광주광역시,남구,월산5동,2915510400,월산동,19950301,
2915567000,광주광역시,남구,백운1동,2915510300,서동,20031110,
2915568000,광주광역시,남구,백운2동,2915510500,백운동,19950301,
2915569000,광주광역시,남구,주월1동,2915510600,주월동,19950301,
2915570000,광주광역시,남구,주월2동,2915510400,월산동,19950301,
2915570500,광주광역시,남구,진월동,2915510800,진월동,20210726,
2915571000,광주광역시,남구,효덕동,2915510700,노대동,19950301,
2915572000,광주광역시,남구,송암동,2915511000,행암동,19950301,
2915573000,광주광역시,남구,대촌동,2915511600,구소동,19950420,
2917051000,광주광역시,북구,중흥1동,2917010100,중흥동,19950101,
2917052000,광주광역시,북구,중흥2동,2917010100,중흥동,19950101,
2917053000,광주광역시,북구,중흥3동,2917010100,중흥동,19950101,
2917057000,광주광역시,북구,임동,2917010500,임동,19950101,
2917058000,광주광역시,북구,신안동,2917010600,신안동,19950101,
2917059000,광주광역시,북구,용봉동,2917010700,용봉동,19950101,
2917060100,광주광역시,북구,운암1동,2917010900,운암동,19970301,
2917060200,광주광역시,북구,운암2동,2917010900,운암동,19970301,
2917060300,광주광역시,북구,운암3동,2917010900,운암동,19970301,
2917061500,광주광역시,북구,동림동,2917010800,동림동,19970301,
2917062000,광주광역시,북구,우산동,2917011000,우산동,19950101,
2917063500,광주광역시,북구,풍향동,2917011100,풍향동,19970301,
2917065000,광주광역시,북구,문화동,2917011200,문흥동,19950101,
2917065600,광주광역시,북구,문흥1동,2917011200,문흥동,19960101,
2917065700,광주광역시,북구,문흥2동,2917011200,문흥동,19960101,
2917066100,광주광역시,북구,두암1동,2917011400,두암동,19950101,
2917066200,광주광역시,북구,두암2동,2917011400,두암동,19950101,
2917066300,광주광역시,북구,두암3동,2917011400,두암동,19950301,
2917066600,광주광역시,북구,삼각동,2917011600,삼각동,20030707,
2917066900,광주광역시,북구,일곡동,2917012700,일곡동,20030707,
2917067300,광주광역시,북구,매곡동,2917011700,매곡동,19970301,
2917067600,광주광역시,북구,오치1동,2917011500,오치동,19970301,
2917067700,광주광역시,북구,오치2동,2917011500,오치동,19970301,
2917068500,광주광역시,북구,석곡동,2917011800,충효동,19980921,
2917069500,광주광역시,북구,건국동,2917012600,본촌동,19980921,
2917069600,광주광역시,북구,양산동,2917012700,일곡동,20130318,
2917069700,광주광역시,북구,신용동,2917013000,신용동,20200727,
2920051500,광주광역시,광산구,송정1동,2920010100,송정동,19950101,
2920052500,광주광역시,광산구,송정2동,2920010100,송정동,19950101,
2920054000,광주광역시,광산구,도산동,2920010200,도산동,19950101,
2920056500,광주광역시,광산구,어룡동,2920010500,서봉동,19981015,
2920060000,광주광역시,광산구,월곡1동,2920012800,월곡동,19950301,
2920061000,광주광역시,광산구,월곡2동,2920012700,산정동,19950301,
2920062000,광주광역시,광산구,비아동,2920011200,비아동,19970701,
2920062400,광주광역시,광산구,첨단1동,2920011200,비아동,20030630,
2920062600,광주광역시,광산구,첨단2동,2920011400,수완동,20030630,
2920063000,광주광역시,광산구,신가동,2920011800,신창동,19970701,
2920063500,광주광역시,광산구,운남동,2920011900,신가동,20090901,
2920063700,광주광역시,광산구,수완동,2920011400,수완동,20100906,
2920064000,광주광역시,광산구,하남동,2920012100,안청동,19981015,
2920065000,광주광역시,광산구,임곡동,2920012900,등임동,19981015,
2920066000,광주광역시,광산구,동곡동,2920013800,하산동,19981015,
2920067000,광주광역시,광산구,평동,2920014500,옥동,19981015,
2920068000,광주광역시,광산구,삼도동,2920015600,도덕동,19981015,
2920069000,광주광역시,광산구,본량동,2920013000,산막동,20230224,
2920070000,광주광역시,광산구,신창동,2920011400,수완동,20230224,
3011053000,대전광역시,동구,효동,3011010300,효동,19950101,
3011054500,대전광역시,동구,신인동,3011010200,인동,20080901,
3011055100,대전광역시,동구,판암1동,3011010700,판암동,19950101,
3011055200,대전광역시,동구,판암2동,3011010700,판암동,19950101,
3011056000,대전광역시,동구,용운동,3011010900,용운동,19950101,
3011058500,대전광역시,동구,대동,3011011000,대동,19981214,
3011059000,대전광역시,동구,자양동,3011011100,자양동,19950101,
3011062000,대전광역시,동구,가양1동,3011011400,가양동,19950101,
3011063000,대전광역시,동구,가양2동,3011011400,가양동,19950101,
3011064000,대전광역시,동구,용전동,3011011500,용전동,19950101,
3011066500,대전광역시,동구,성남동,3011011600,성남동,20080901,
3011067000,대전광역시,동구,홍도동,3011011700,홍도동,19950101,
3011074000,대전광역시,동구,산내동,3011013600,낭월동,19950101,
3014053500,대전광역시,중구,은행선화동,3014010100,은행동,19981121,
3014055000,대전광역시,중구,목동,3014010300,목동,19950101,
3014056000,대전광역시,중구,중촌동,3014010400,중촌동,19950101,
3014060500,대전광역시,중구,문창동,3014010600,문창동,19980101,
3014062000,대전광역시,중구,석교동,3014010700,석교동,19950101,
3014063000,대전광역시,중구,대사동,3014011000,대사동,19950101,
3014064000,대전광역시,중구,부사동,3014011100,부사동,19950101,
3014065500,대전광역시,중구,용두동,3014011200,용두동,19981121,
3014067000,대전광역시,중구,오류동,3014011300,오류동,19950101,
3014068000,대전광역시,중구,태평1동,3014011400,태평동,19950101,
3014069000,대전광역시,중구,태평2동,3014011400,태평동,19950101,
3014070000,대전광역시,중구,유천1동,3014011500,유천동,19950101,
3014071000,대전광역시,중구,유천2동,3014011500,유천동,19950101,
3014072000,대전광역시,중구,문화1동,3014011600,문화동,19950101,
3014073000,대전광역시,중구,문화2동,3014011600,문화동,19950101,
3014074000,대전광역시,중구,산성동,3014011700,산성동,19950101,
3017051000,대전광역시,서구,복수동,3017010100,복수동,19950101,
3017052000,대전광역시,서구,도마1동,3017010300,도마동,19950101,
3017053000,대전광역시,서구,도마2동,3017010300,도마동,19950101,
3017053500,대전광역시,서구,정림동,3017010400,정림동,19950101,
3017054000,대전광역시,서구,변동,3017010200,변동,19950101,
3017055500,대전광역시,서구,탄방동,3017010600,탄방동,19950101,
3017056000,대전광역시,서구,괴정동,3017010800,괴정동,19950101,
3017057000,대전광역시,서구,가장동,3017010900,가장동,19950101,
3017057500,대전광역시,서구,내동,3017011000,내동,19960826,
3017058100,대전광역시,서구,갈마1동,3017011100,갈마동,19980101,
3017058200,대전광역시,서구,갈마2동,3017011100,갈마동,19980101,
3017058600,대전광역시,서구,월평1동,3017011300,월평동,19950101,
3017058700,대전광역시,서구,월평2동,3017011300,월평동,19950101,
3017058800,대전광역시,서구,월평3동,3017011300,월평동,19980101,
3017059000,대전광역시,서구,가수원동,3017011400,가수원동,19950101,
3017059300,대전광역시,서구,도안동,3017011500,도안동,20220620,
3017059600,대전광역시,서구,관저1동,3017011600,관저동,20050204,
3017059700,대전광역시,서구,관저2동,3017011600,관저동,20050204,
3017060000,대전광역시,서구,기성동,3017011700,흑석동,19950101,
3017063000,대전광역시,서구,둔산1동,3017011200,둔산동,19960101,
3017064000,대전광역시,서구,둔산2동,3017011200,둔산동,19960101,
3017065000,대전광역시,서구,만년동,3017012800,만년동,19980101,
3017066000,대전광역시,서구,둔산3동,3017011200,둔산동,20090501,
3020052000,대전광역시,유성구,진잠동,3020010100,원내동,19981026,
3020052600,대전광역시,유성구,학하동,3020010500,학하동,20211101,
3020052700,대전광역시,유성구,상대동,3020011500,상대동,20211101,
3020053000,대전광역시,유성구,온천1동,3020011100,봉명동,19950101,
3020054000,대전광역시,유성구,온천2동,3020011700,장대동,19950101,
3020054600,대전광역시,유성구,노은1동,3020011700,장대동,20070205,
3020054700,대전광역시,유성구,노은2동,3020012000,지족동,20070205,
3020054800,대전광역시,유성구,노은3동,3020012000,지족동,20150720,
3020055000,대전광역시,유성구,신성동,3020012500,신성동,19950101,
3020057000,대전광역시,유성구,전민동,3020014000,문지동,19950101,
3020058000,대전광역시,유성구,구즉동,3020014500,봉산동,19950101,
3020060000,대전광역시,유성구,관평동,3020014300,탑립동,20100811,
3020061000,대전광역시,유성구,원신흥동,3020011100,봉명동,20130916,
3023051000,대전광역시,대덕구,오정동,3023010100,오정동,19950101,
3023052000,대전광역시,대덕구,대화동,3023010200,대화동,19950101,
3023052500,대전광역시,대덕구,회덕동,3023010300,읍내동,20030201,
3023053300,대전광역시,대덕구,비래동,3023011000,비래동,20030201,
3023054300,대전광역시,대덕구,송촌동,3023010700,송촌동,20030201,
3023054600,대전광역시,대덕구,중리동,3023010900,중리동,19950101,
3023055000,대전광역시,대덕구,신탄진동,3023011900,용호동,19950101,
3023056000,대전광역시,대덕구,석봉동,3023011100,석봉동,19950101,
3023057000,대전광역시,대덕구,덕암동,3023011500,덕암동,19950101,
3023058000,대전광역시,대덕구,목상동,3023011200,목상동,19950101,
3023060000,대전광역시,대덕구,법1동,3023010800,법동,19960101,
3023061000,대전광역시,대덕구,법2동,3023010800,법동,19960101,
3111051000,울산광역시,중구,학성동,3111010100,학성동,19970715,
3111052000,울산광역시,중구,반구1동,3111011800,반구동,19970715,
3111053000,울산광역시,중구,반구2동,3111011800,반구동,19970715,
3111054000,울산광역시,중구,복산1동,3111010300,복산동,19970715,
3111055000,울산광역시,중구,복산2동,3111010300,복산동,19970715,
3111059000,울산광역시,중구,우정동,3111010800,우정동,19970715,
3111060000,울산광역시,중구,태화동,3111011000,유곡동,19970715,
3111061000,울산광역시,중구,다운동,3111011100,태화동,19970715,
3111062000,울산광역시,중구,병영1동,3111011500,남외동,19970715,
3111063000,울산광역시,중구,병영2동,3111011300,동동,19970715,
3111064000,울산광역시,중구,약사동,3111011700,약사동,19970715,
3111065000,울산광역시,중구,성안동,3111010700,교동,20140901,
3114055000,울산광역시,남구,신정5동,3114010400,신정동,19970715,
3114056000,울산광역시,남구,달동,3114010500,달동,19970715,
3114057000,울산광역시,남구,삼산동,3114010500,달동,19970715,
3114058500,울산광역시,남구,삼호동,3114010100,무거동,20070226,
3114059500,울산광역시,남구,무거동,3114010100,무거동,20070226,
3114060000,울산광역시,남구,옥동,3114010200,옥동,19970715,
3114063500,울산광역시,남구,수암동,3114010800,야음동,20070226,
3114064000,울산광역시,남구,선암동,3114010900,선암동,19970715,
3114067000,울산광역시,남구,야음장생포동,3114010700,여천동,20070226,
3117051000,울산광역시,동구,방어동,3117010100,방어동,19970715,
3117052000,울산광역시,동구,일산동,3117010300,일산동,19970715,
3117053000,울산광역시,동구,화정동,3117010200,화정동,19970715,
3117054000,울산광역시,동구,대송동,3117010200,화정동,19970715,
3117055000,울산광역시,동구,전하1동,3117010400,전하동,19970715,
3117056000,울산광역시,동구,전하2동,3117010400,전하동,19970715,
3117058000,울산광역시,동구,남목1동,3117010700,동부동,19970715,
3117059000,울산광역시,동구,남목2동,3117010800,서부동,19970715,
3117060000,울산광역시,동구,남목3동,3117010600,주전동,19981001,
3120051000,울산광역시,북구,농소1동,3120010100,창평동,19970715,
3120052000,울산광역시,북구,농소2동,3120010300,매곡동,19970715,
3120053000,울산광역시,북구,농소3동,3120010400,가대동,19970715,
3120056000,울산광역시,북구,효문동,3120012000,명촌동,19981001,
3120058000,울산광역시,북구,양정동,3120012400,양정동,19970715,
3120059000,울산광역시,북구,염포동,3120012700,염포동,19980301,
3171025000,울산광역시,울주군,온산읍,3171025000,온산읍,19970715,
3171025300,울산광역시,울주군,언양읍,3171025300,언양읍,19970715,
3171025600,울산광역시,울주군,온양읍,3171025600,온양읍,20010301,
3171025900,울산광역시,울주군,범서읍,3171025900,범서읍,20010301,
3171026200,울산광역시,울주군,청량읍,3171026200,청량읍,20180401,
3171026500,울산광역시,울주군,삼남읍,3171026500,삼남읍,20201101,
3171031000,울산광역시,울주군,서생면,3171031000,서생면,19970715,
3171034000,울산광역시,울주군,웅촌면,3171034000,웅촌면,19970715,
3171036000,울산광역시,울주군,두동면,3171036000,두동면,19970715,
3171037000,울산광역시,울주군,두서면,3171037000,두서면,19970715,
3171038000,울산광역시,울주군,상북면,3171038000,상북면,19970715,
3171040000,울산광역시,울주군,삼동면,3171040000,삼동면,19970715,
3611025000,세종특별자치시,,조치원읍,3611025000,조치원읍,20120701,
3611031000,세종특별자치시,,연기면,3611031000,연기면,20120701,
3611032000,세종특별자치시,,연동면,3611032000,연동면,20120701,
3611033000,세종특별자치시,,부강면,3611033000,부강면,20120701,
3611034000,세종특별자치시,,금남면,3611034000,금남면,20120701,
3611035000,세종특별자치시,,장군면,3611035000,장군면,20120701,
3611036000,세종특별자치시,,연서면,3611036000,연서면,20120701,
3611037000,세종특별자치시,,전의면,3611037000,전의면,20120701,
3611038000,세종특별자치시,,전동면,3611038000,전동면,20120701,
3611039000,세종특별자치시,,소정면,3611039000,소정면,20120701,
3611051000,세종특별자치시,,한솔동,3611010500,가람동,20120701,
3611051500,세종특별자치시,,새롬동,3611010800,새롬동,20171016,
3611051800,세종특별자치시,,나성동,3611010700,나성동,20230330,
3611052000,세종특별자치시,,도담동,3611011000,어진동,20140210,
3611052500,세종특별자치시,,해밀동,3611011500,산울동,20210928,
3611053000,세종특별자치시,,아름동,3611011300,아름동,20150126,
3611054000,세종특별자치시,,종촌동,3611011100,종촌동,20160418,
3611055000,세종특별자치시,,고운동,3611011200,고운동,20170206,
3611055500,세종특별자치시,,소담동,3611010200,소담동,20180723,
3611055600,세종특별자치시,,반곡동,3611010100,반곡동,20211026,
3611056000,세종특별자치시,,보람동,3611010300,보람동,20170206,
3611057000,세종특별자치시,,대평동,3611010400,대평동,20180716,
3611058000,세종특별자치시,,다정동,3611010900,다정동,20200814,
4111156000,경기도,수원시 장안구,파장동,4111112900,파장동,20031124,
4111156600,경기도,수원시 장안구,율천동,4111113200,율전동,20031124,
4111157100,경기도,수원시 장안구,정자1동,4111113000,정자동,20031124,
4111157200,경기도,수원시 장안구,정자2동,4111113000,정자동,20031124,
4111157300,경기도,수원시 장안구,정자3동,4111113000,정자동,20031124,
4111158000,경기도,수원시 장안구,영화동,4111113400,영화동,20031124,
4111159100,경기도,수원시 장안구,송죽동,4111113500,송죽동,20031124,
4111159700,경기도,수원시 장안구,조원1동,4111113600,조원동,20031124,
4111159800,경기도,수원시 장안구,조원2동,4111113600,조원동,20031124,
4111160000,경기도,수원시 장안구,연무동,4111113700,연무동,20031124,
4111352000,경기도,수원시 권선구,세류1동,4111312600,세류동,20031124,
4111353000,경기도,수원시 권선구,세류2동,4111312600,세류동,20031124,
4111354000,경기도,수원시 권선구,세류3동,4111312600,세류동,20031124,
4111356000,경기도,수원시 권선구,서둔동,4111313100,서둔동,20031124,
4111365000,경기도,수원시 권선구,구운동,4111313200,구운동,20031124,
4111366400,경기도,수원시 권선구,호매실동,4111313500,호매실동,20160111,
4111367000,경기도,수원시 권선구,권선1동,4111313700,권선동,20031124,
4111368000,경기도,수원시 권선구,권선2동,4111313700,권선동,20031124,
4111369000,경기도,수원시 권선구,곡선동,4111313600,곡반정동,20031124,
4111370000,경기도,수원시 권선구,입북동,4111314000,입북동,20031124,
4111565000,경기도,수원시 팔달구,매교동,4111513200,교동,20031124,
4111566000,경기도,수원시 팔달구,매산동,4111513400,매산로1가,20031124,
4111567000,경기도,수원시 팔달구,고등동,4111513700,고등동,20031124,
4111568000,경기도,수원시 팔달구,화서1동,4111513800,화서동,20031124,
4111569000,경기도,수원시 팔달구,화서2동,4111513800,화서동,20031124,
4111570000,경기도,수원시 팔달구,지동,4111513900,지동,20031124,
4111571000,경기도,수원시 팔달구,우만1동,4111514000,우만동,20031124,
4111572000,경기도,수원시 팔달구,우만2동,4111514000,우만동,20031124,
4111573000,경기도,수원시 팔달구,인계동,4111514100,인계동,20031124,
4111574000,경기도,수원시 팔달구,행궁동,4111512000,팔달로1가,20070806,
4111751000,경기도,수원시 영통구,매탄1동,4111710100,매탄동,20031124,
4111752000,경기도,수원시 영통구,매탄2동,4111710100,매탄동,20031124,
4111753000,경기도,수원시 영통구,매탄3동,4111710100,매탄동,20031124,
4111754000,경기도,수원시 영통구,매탄4동,4111710100,매탄동,20031124,
4111755000,경기도,수원시 영통구,원천동,4111710200,원천동,20031124,
4111757000,경기도,수원시 영통구,영통1동,4111710500,영통동,20031124,
4111758000,경기도,수원시 영통구,영통2동,4111710500,영통동,20031124,
4111758500,경기도,수원시 영통구,영통3동,4111710500,영통동,20171226,
4111759300,경기도,수원시 영통구,망포1동,4111710700,망포동,20190415,
4111759600,경기도,수원시 영통구,망포2동,4111710700,망포동,20190415,
4111760000,경기도,수원시 영통구,광교1동,4111710300,이의동,20150120,
4111761000,경기도,수원시 영통구,광교2동,4111710400,하동,20150120,
4113151000,경기도,성남시 수정구,신흥1동,4113110100,신흥동,19890501,
4113152000,경기도,성남시 수정구,신흥2동,4113110100,신흥동,19890501,
4113153000,경기도,성남시 수정구,신흥3동,4113110100,신흥동,19890501,
4113156000,경기도,성남시 수정구,태평3동,4113110200,태평동,19890501,
4113156100,경기도,성남시 수정구,태평4동,4113110200,태평동,19900101,
4113157000,경기도,성남시 수정구,수진1동,4113110300,수진동,19890501,
4113158000,경기도,성남시 수정구,수진2동,4113110300,수진동,19890501,
4113159000,경기도,성남시 수정구,단대동,4113110400,단대동,19890501,
4113161000,경기도,성남시 수정구,양지동,4113110600,양지동,19890501,
4113162000,경기도,성남시 수정구,복정동,4113110700,복정동,19890101,
4113165000,경기도,성남시 수정구,시흥동,4113111500,시흥동,19890501,
4113353000,경기도,성남시 중원구,금광1동,4113310300,금광동,19890501,
4113354000,경기도,성남시 중원구,금광2동,4113310300,금광동,19890501,
4113355000,경기도,성남시 중원구,은행1동,4113310400,은행동,19890501,
4113356000,경기도,성남시 중원구,은행2동,4113310400,은행동,19890501,
4113357000,경기도,성남시 중원구,상대원1동,4113310500,상대원동,19890501,
4113358000,경기도,성남시 중원구,상대원2동,4113310500,상대원동,19890501,
4113359000,경기도,성남시 중원구,상대원3동,4113310500,상대원동,19890501,
4113366000,경기도,성남시 중원구,하대원동,4113310900,하대원동,20010101,
4113367000,경기도,성남시 중원구,도촌동,4113310600,여수동,20071213,
4113551000,경기도,성남시 분당구,분당동,4113510100,분당동,19910916,
4113552000,경기도,성남시 분당구,수내1동,4113510200,수내동,20010101,
4113553000,경기도,성남시 분당구,수내2동,4113510200,수내동,20010101,
4113554000,경기도,성남시 분당구,수내3동,4113510200,수내동,20010101,
4113554500,경기도,성남시 분당구,정자동,4113510300,정자동,20150501,
4113558000,경기도,성남시 분당구,서현1동,4113510400,율동,20010101,
4113559000,경기도,성남시 분당구,서현2동,4113510500,서현동,20010101,
4113560000,경기도,성남시 분당구,이매1동,4113510600,이매동,20010101,
4113561000,경기도,성남시 분당구,이매2동,4113510500,서현동,20010101,
4113562000,경기도,성남시 분당구,야탑1동,4113510700,야탑동,20010101,
4113563000,경기도,성남시 분당구,야탑2동,4113510700,야탑동,20010101,
4113564000,경기도,성남시 분당구,야탑3동,4113510700,야탑동,20010101,
4113565000,경기도,성남시 분당구,판교동,4113510800,판교동,19910916,
4113565500,경기도,성남시 분당구,삼평동,4113510900,삼평동,20081222,
4113565700,경기도,성남시 분당구,백현동,4113511000,백현동,20091005,
4113566500,경기도,성남시 분당구,구미1동,4113511300,동원동,20080922,
4113567000,경기도,성남시 분당구,구미동,4113511400,구미동,19960115,
4113568000,경기도,성남시 분당구,운중동,4113511500,운중동,19910916,
4115051000,경기도,의정부시,의정부1동,4115010100,의정부동,19880423,
4115052000,경기도,의정부시,의정부2동,4115010100,의정부동,19880423,
